follower_user_id,following_user_id
31017,870
31017,26362
31017,10748
31017,92470
31017,193
31017,103184
31017,111607
31017,10507
31017,7007
31017,42751
31017,4557
31017,131069
31017,228070
31017,44839
354646,218
98746,217
234590,79850
9218,6498
192517,4484
43274,67838
27629,4815
1906,5
310447,1641
310447,340157
11056,140498
11056,546
11056,130692
128290,81362
354747,218
9262,112076
9262,2081
9262,69221
9262,79634
9262,29181
9262,9782
9262,8843
9262,62643
9262,1061
9262,4324
337647,58685
337647,2081
337647,364069
337647,11892
337647,37275
337647,827
337647,7948
196937,4248
326243,18942
98939,26817
98939,2
196937,241639
196937,2081
196937,7089
410643,31017
410643,2298
410643,13200
73028,269247
231574,22477
231574,24658
231574,258346
405249,31017
248,69221
11090,15893
267243,21221
354458,31017
6118,4074
6118,72708
6118,1684
6118,35
6118,225925
6118,11868
6118,8843
6118,827
6118,9445
354747,31017
145393,237968
84400,344466
84400,15692
487,19260
2908,1
35909,16055
15893,58913
15893,405249
15893,440214
15893,6992
15893,30456
15893,6118
15893,163254
23917,6206
322155,83700
301541,103184
9239,104869
410643,105600
105600,7976
105600,31634
105600,29837
105600,88592
105600,52445
105600,410643
105600,193940
105600,11788
36894,4248
174927,9262
193940,69221
223651,7
163208,13151
163208,1166
163208,163254
163208,1
163208,364
2908,87559
50837,2081
50837,196937
50837,8319
117049,410643
16004,559
15709,655
196937,8656
98746,15893
405249,225925
127,344466
440214,277770
103109,32204
69,11926
11926,69
417407,85553
417407,277847
90702,1644
202931,239747
174927,38
152820,16056
29671,225925
29671,262071
29671,11126
35370,225925
35370,234457
369759,117049
183230,31017
291010,4324
341418,6411
341418,143067
291010,79850
28220,372346
28220,175906
410643,117049
262071,29302
262071,20
262071,79850
262071,4248
15893,27629
15893,161257
15893,15868
15893,303
15893,159906
117049,72708
43068,36143
207656,55
207656,18942
207656,546
15893,197073
15893,52313
15893,148862
15893,608
15893,185872
15893,33606
4557,94721
1894,8660
1894,58913
1894,37793
15893,71397
15893,73028
15893,241639
15893,20778
15893,81039
15893,3149
132446,10713
42628,103184
104920,268898
104920,14206
410643,4248
135873,787
135873,8660
135873,15272
135873,67838
135873,163254
135873,72708
135873,239747
135873,2081
135873,151665
135873,344466
135873,8412
135873,239385
135873,946
135873,88385
135873,24323
135873,22891
135873,136994
135873,10099
135873,8319
135873,47518
135873,151696
354458,15893
202931,105600
277847,787
277847,241639
277847,2514
277847,934
277847,42541
277847,2877
277847,4815
277847,196937
277847,22891
277847,119
277847,843
277847,47518
251686,18280
364546,277847
15893,21106
15893,241778
15893,22196
74715,827
74715,26
74715,58
354747,15893
74715,787
74715,94721
74715,11417
74715,72708
74715,1604
74715,71397
74715,16960
74715,239747
74715,2081
74715,151665
74715,8412
74715,10047
74715,20982
74715,85553
74715,239385
74715,1684
74715,131114
74715,4849
74715,43907
74715,144770
74715,103184
74715,946
74715,234457
74715,30456
74715,186665
74715,1880
74715,21568
74715,2451
74715,2672
74715,49704
74715,4248
74715,4557
74715,10099
74715,8319
74715,47518
74715,131069
74715,151696
74715,5754
74715,24823
74715,18280
74715,9758
74715,852
4827,291010
103184,107456
103184,239747
103184,31017
103184,196937
103184,118844
103184,946
103184,133
103184,234457
103184,57961
103184,1880
103184,55173
103184,119
103184,50
103184,42628
103184,7779
15893,98746
15893,194073
15893,280619
15893,168343
74715,97378
15893,332220
15893,135873
74715,31691
15893,32124
15893,115966
15893,177806
15893,24658
15893,57805
15893,50837
74715,55884
15893,269294
74715,254175
74715,76553
74715,262071
74715,44009
7772,13151
4324,10507
10507,4324
10507,166902
87559,241639
87559,33265
87559,18259
87559,38000
87559,136124
87559,261484
87559,100351
87559,1900
87559,58913
87559,2908
87559,9104
87559,100476
87559,67206
87559,2455
87559,19989
87559,2039
87559,1257
87559,23982
87559,37709
87559,9212
87559,15480
87559,230894
87559,349
98746,20
262071,30869
20083,5803
20083,234668
4484,946
14098,25359
14098,69
14098,302
410643,58034
291010,333914
3369,18280
3369,6206
81362,83762
81362,128290
81362,41020
81362,852
40752,26362
105600,135873
105600,126271
105600,57777
105600,41041
105600,194293
105600,445946
105600,73658
105600,20674
105600,64826
105600,405249
105600,71734
76886,85553
196937,85553
92106,43907
92106,128159
672,11417
672,4074
672,30720
124502,1644
124502,9771
124502,234668
372346,58034
74,588
73161,14103
333240,58034
325056,15480
325056,183284
325056,28790
325056,80782
325056,11126
333914,211440
55173,16982
2,16982
113348,44839
8843,333240
8843,1880
8843,14369
8843,6118
28220,259358
9191,241639
9191,72708
9191,5649
9191,30720
242647,183284
242647,5754
72708,202931
202931,72708
11126,15450
11126,946
11126,11868
71734,8660
71734,35
71734,112771
71734,2
71734,7779
11056,870
11056,14103
11056,132442
11056,7007
11056,146395
11056,137541
11056,158596
205362,72708
98746,12107
98746,103988
98746,105600
787,4248
192517,7970
192517,9771
202931,74
202931,166902
202931,8843
73528,16056
51375,787
51375,241639
51375,7970
51375,74
51375,7
51375,18280
173923,259358
173923,132442
173923,119
80782,84800
80782,946
80782,32220
325056,1257
140371,761
322155,20520
333240,13056
333240,21568
333240,19903
333240,183
333240,5754
333240,71
333240,1147
333240,4849
333240,36290
333240,144770
333240,9212
333240,10383
24658,72708
333240,35651
333240,127139
333240,115829
333240,29671
333240,105600
291010,163470
291010,28396
291010,6363
291010,69248
291010,4827
291010,269294
291010,251686
291010,87931
291010,120524
291010,19510
232,74
262071,14369
262071,190
262071,1
41977,72708
41977,8319
333240,1
177,946
158394,5
158394,1
10313,26
158184,239747
94721,559
94721,1550
94721,12705
94721,344466
94721,309884
94721,22211
94721,11670
94721,196937
94721,337647
94721,22891
94721,175906
94721,146
94721,1
94721,73028
94721,13063
94721,270
502879,211440
22891,382
8319,382
10047,382
190,382
107264,382
23,382
3973,382
2,382
7293,382
69,382
382,22891
382,8319
382,10047
382,190
382,3973
382,7293
382,349
382,69
382,273
33606,2877
127,225925
2474,833
2474,11417
2474,38473
2474,4815
2474,946
2474,1368
12791,69
12791,2514
12791,239747
149563,18280
4849,196937
4849,115966
4849,18280
440214,1
440214,177
55439,143067
405249,2
354646,177
128159,2081
128159,151696
7970,190
190,946
190,133
23920,550
90578,333240
364546,225925
28220,11670
28220,10694
28220,35441
364546,177
946,104868
946,35
946,11868
946,4808
72708,2514
72708,21106
333240,90578
5243,72708
333240,177
205500,35651
83,151696
333240,49704
333240,151665
333240,20495
333240,92376
333240,76196
333240,19989
333240,131461
333240,336465
333240,17725
333240,61092
333240,2992
333240,244096
333240,57468
333240,345043
28220,177
24089,185872
333240,431588
52551,2081
52551,22211
52551,196937
211440,502879
211440,333914
211440,183852
211440,168705
211440,79675
211440,319492
211440,121311
211440,52907
211440,16807
211440,97761
211440,255683
211440,37580
211440,30869
211440,934
44009,14453
44009,30869
44009,203988
44009,154442
44009,48747
44009,8412
44009,176
44009,104868
44009,256
44009,177
44009,7007
44009,119050
44009,180945
44009,95502
44009,143923
44009,40495
44009,156203
44009,374
44009,112447
44009,21468
44009,15480
44009,55260
44009,25634
44009,16055
44009,13396
44009,96285
44009,32963
44009,234457
44009,22211
44009,239385
44009,239747
44009,72708
44009,19903
44009,73028
44009,35441
44009,137541
44009,1906
44009,9137
44009,20778
44009,2461
44009,1166
44009,16004
44009,5725
44009,339
44009,11417
44009,5109
44009,86108
44009,202196
44009,1517
44009,93098
44009,18942
44009,6192
44009,84999
44009,946
44009,55173
44009,78640
44009,74715
44009,115829
44009,62499
44009,2039
44009,42568
44009,59083
44009,61092
44009,151665
44009,10067
44009,217
44009,3575
44009,151696
44009,182469
44009,46807
44009,256376
44009,221238
44009,175906
44009,13063
44009,105600
212497,13356
118844,559
118844,4815
57713,23
202196,10088
202196,13063
202196,291010
26271,72708
208,85
85,208
85,85553
56235,5508
211440,232
211440,95254
211440,277847
7857,10067
7857,1412
7857,97
440214,74
440214,239747
440214,10748
309103,66
10005,32075
202931,211440
73528,8660
211440,58034
202196,2081
74977,129856
211440,9297
211440,241817
211440,251686
211440,42028
186541,18280
27275,105600
211440,164653
211440,105600
211440,202931
211440,54873
211440,28396
211440,153
211440,102738
211440,49704
211440,185872
20580,337647
123621,58
194244,234457
15272,20754
3391,72708
3391,946
3391,234457
3391,22891
3391,47518
3391,16056
122477,108
142499,4484
142499,51020
142499,31017
174927,158180
174927,36982
193940,163254
173923,74
173923,10748
90578,37580
57,787
57,12791
19510,946
105600,203988
105600,180945
105600,156203
105600,154442
105600,151696
105600,151665
105600,119050
105600,112447
105600,104868
105600,7536
105600,143234
105600,234457
105600,239385
105600,239747
105600,96285
105600,95502
5725,8319
364,8319
27315,8319
119,8319
10047,8319
11949,8319
6206,8319
12100,8319
934,8319
2461,8319
4808,8319
9445,8319
37506,8319
4074,8319
8319,5725
8319,79
8319,50321
8319,2514
8319,278
8319,364
8319,177
8319,20778
8319,151665
8319,208
8319,65809
8319,185872
8319,27315
8319,119
8319,18280
8319,10047
8319,1880
8319,78744
8319,63941
8319,11949
8319,6206
8319,4248
8319,12100
8319,67838
8319,100890
8319,146
8319,55173
8319,20072
8319,16295
8319,7
8319,12178
8319,934
8319,339
8319,33606
8319,7293
8319,2461
8319,4808
8319,9445
8319,349
8319,69
8319,37580
8319,9382
8319,20556
8319,37506
8319,4074
8319,273
8319,239747
105600,86108
105600,85553
105600,79850
105600,73028
105600,72708
105600,67838
105600,32963
105600,31476
105600,30869
105600,29565
310447,15692
105600,25634
105600,24611
105600,24323
105600,22891
105600,22211
105600,22183
105600,21468
105600,20778
105600,20520
105600,20072
105600,19903
105600,18942
105600,18661
105600,18280
105600,16056
105600,16055
105600,16004
105600,15692
105600,15640
105600,15488
105600,15480
105600,64097
105600,18885
105600,354458
105600,146954
105600,354646
105600,369759
105600,227958
105600,11056
105600,146454
105600,16891
105600,8570
105600,13063
105600,29695
105600,284628
105600,23982
105600,52515
105600,345043
105600,155119
105600,171865
105600,313931
105600,225768
105600,363867
105600,24089
105600,136892
105600,20726
105600,48650
105600,41866
105600,22196
105600,142504
105600,55195
105600,252878
105600,44009
105600,237022
105600,26271
105600,5033
105600,307437
105600,112771
105600,340341
105600,227031
105600,262071
24089,354646
105600,122665
105600,45049
105600,46024
105600,128159
105600,165005
105600,730
105600,49994
105600,220077
105600,349
105600,233777
105600,164653
105600,359367
105600,137541
105600,281758
105600,416503
354646,24089
105600,319492
105600,161826
105600,200985
105600,40428
37580,90578
56391,175906
410643,2
410643,72899
4808,234457
268898,39765
268898,267243
268898,18452
268898,18885
122477,88385
42541,55
42541,10748
42541,30869
98746,291010
28790,336465
28790,90578
28790,237022
28790,13063
28790,252528
252528,21106
252528,470
252528,86108
252528,115966
252528,28790
52445,2
69,1990
146954,4604
146954,2081
146954,4557
88592,2
78255,43274
78255,107210
78255,8485
78255,13056
78255,4248
78255,8319
78255,47518
78255,34364
23920,1368
333240,42541
333240,18942
333240,72708
333240,48376
333240,183284
333240,22420
333240,2603
333240,121097
333240,57291
333240,25808
333240,132442
333240,30869
333240,48
333240,4557
333240,14369
333240,12791
15994,4484
153759,72708
153759,74
81560,2514
410643,201536
14061,31476
31476,14061
31476,787
31476,67838
31476,18942
31476,1641
31476,196937
31476,55173
31476,20250
31476,10099
31476,47518
31476,12764
105600,115829
105600,81509
105600,4849
105600,66061
105600,42166
105600,164327
105600,205
105600,20495
105600,15893
105600,123621
105600,167694
105600,72899
105600,56391
105600,286442
105600,159662
105600,37891
105600,122477
105600,181
105600,166902
105600,206782
105600,175584
105600,175906
105600,76886
105600,24747
105600,127139
105600,431588
105600,213986
105600,6392
105600,72009
105600,30158
105600,90719
105600,42751
105600,502879
105600,291010
105600,194073
105600,92106
354747,14369
417407,591
417407,289
417407,14369
497,15094
8319,8412
8319,143067
405249,289
322155,239747
54290,129856
354646,15692
92106,105600
92106,151696
12823,355
79675,21106
228070,21106
252186,14975
252186,12178
252186,38473
252186,225925
252186,69
252186,337647
252186,8485
252186,546
252186,5649
252186,29409
252186,522
252186,40
252186,12791
117509,251686
117509,2877
10615,95254
37291,158180
37291,12705
37291,337647
37291,827
202931,30869
202931,761
7162,13151
66321,19892
345,827
345,18280
18885,9832
163254,143067
90828,84315
90828,303
90828,1881
90828,4557
124786,35
124786,946
124786,8319
546,118844
546,12764
105600,14975
105600,14973
105600,14453
105600,13604
105600,13396
105600,13151
105600,12791
105600,12705
105600,12764
105600,12601
105600,12546
105600,12100
105600,11926
105600,11868
105600,11803
105600,11417
105600,10748
105600,10300
105600,10099
105600,9782
105600,9832
105600,9771
105600,9445
105600,9382
105600,9137
105600,9059
105600,8660
105600,8843
105600,8412
105600,8483
105600,8319
105600,8196
105600,7973
105600,7970
105600,7779
105600,7772
105600,7290
105600,7007
105600,6992
105600,6363
105600,6206
105600,5829
105600,5725
105600,5649
105600,5127
105600,4808
105600,4604
105600,4557
105600,4433
105600,4268
105600,4248
105600,4074
105600,3973
105600,3664
105600,3575
105600,3506
105600,3243
105600,3149
105600,3132
105600,143923
105600,2381
105600,2461
105600,2473
105600,2628
105600,2626
105600,2337
105600,2304
105600,2298
105600,2233
105600,2617
105600,2877
66483,30720
59083,8843
105600,1906
105600,1900
105600,1880
325056,144116
325056,4815
325056,225925
105600,827
105600,821
105600,1215
105600,1368
105600,1257
105600,1218
105600,1166
105600,1147
105600,1130
105600,1061
105600,946
105600,934
105600,862
105600,843
105600,842
105600,833
105600,787
105600,761
105600,721
105600,713
105600,35441
105600,36982
105600,38000
105600,39504
443764,21106
105600,40495
105600,41862
105600,41791
105600,47518
105600,48747
105600,55173
105600,55260
440214,21106
91668,72708
105600,693
105600,655
105600,642
105600,591
105600,559
105600,550
105600,546
105600,504
105600,497
105600,488
319492,5524
319492,2461
105600,442
105600,380
105600,374
105600,364
105600,361
105600,339
105600,302
105600,248
105600,256
105600,273
105600,217
105600,208
105600,193
105600,190
105600,189
105600,177
105600,176
105600,166
105600,153
105600,149
105600,146
105600,133
105600,127
105600,119
105600,108
105600,85
105600,13
105600,12
105600,7
105600,5
105600,1
155119,19903
155119,25634
155119,8412
155119,23
155119,22891
155119,55173
155119,13396
155119,10099
155119,36982
155119,292211
155119,35441
155119,24324
417407,21106
149974,99015
149974,34764
591,232642
173923,166902
100933,13063
291010,98746
178608,291010
175584,21106
166041,16295
91545,2233
3687,291010
159893,9262
159893,337647
159893,827
159893,9771
410643,15389
410643,9695
410643,48382
3862,15858
410643,278
410643,1257
143067,163254
143067,642
143067,344466
143067,234457
143067,185872
143067,58
143067,10099
186541,16056
440214,787
194073,72042
194073,105600
194073,28396
177806,337647
369759,239747
10047,67838
29837,8660
29837,2
29837,47518
7924,44839
41977,234457
291010,1871
291010,197073
291010,130085
291010,14927
205692,19260
205692,1881
205692,1257
144555,40428
192517,614
192517,1880
192517,182
333240,291010
28220,787
28220,118844
28220,22891
28220,55173
28220,10099
28220,27281
21083,4557
21083,340157
101891,32075
102738,291010
55884,72708
4248,787
291010,239747
7948,10067
37580,30158
30158,245289
30158,242604
30158,175906
291010,89160
291010,107456
291010,40
291010,55
291010,74
291010,77
291010,45
291010,41
291010,20
291010,16
291010,12
291010,1
502879,2042
502879,42628
502879,21585
502879,29124
502879,24639
502879,359777
502879,2474
502879,4554
502879,56235
502879,54290
502879,9771
502879,130692
502879,41866
502879,11670
502879,99015
502879,253050
502879,29122
502879,48
24323,3524
502879,100933
502879,1465
502879,11839
502879,445946
502879,125651
502879,9855
502879,322155
502879,11912
502879,97761
502879,241778
502879,40495
502879,16056
502879,42797
502879,78744
502879,105600
502879,42166
502879,11056
502879,115829
502879,372346
502879,29671
502879,129856
502879,42180
502879,56608
502879,127139
502879,11222
502879,71397
502879,241128
502879,76196
502879,309103
502879,118273
502879,11417
502879,642
502879,177806
502879,128159
502879,25359
502879,443764
502879,23158
502879,345043
502879,12415
502879,24747
502879,354458
502879,277770
502879,106677
502879,852
502879,143067
502879,37891
502879,50321
4324,118207
118207,4324
118207,72708
127896,168110
127896,20674
127896,14023
90578,291010
202196,58
42751,105600
64826,2
191817,56619
21667,497
21667,88385
21667,199112
21667,232642
21667,159662
21667,30869
21667,254175
21667,9771
31017,107456
31017,118844
31017,58034
322155,72708
291010,88385
37291,19903
37291,6992
37291,41791
37291,38473
37291,133
37291,11868
37291,86108
37291,546
37291,8656
37291,33901
445946,22183
445946,10748
445946,13151
445946,11868
445946,55
445946,8660
445946,50
445946,22891
445946,761
445946,6363
445946,15692
445946,14369
445946,44839
445946,20520
445946,522
445946,4074
445946,14975
445946,16056
445946,41862
445946,42797
445946,946
445946,203988
445946,11803
445946,55173
445946,18661
445946,8319
445946,40
445946,7
445946,72708
445946,24323
445946,7984
2,11417
291010,37793
291010,143234
291010,7970
291010,223767
291010,14975
291010,31869
291010,35567
291010,6192
291010,25634
291010,14023
291010,13050
291010,10047
291010,144929
291010,22174
291010,954
196937,4152
196937,339
196937,118844
196937,28220
196937,10099
213986,197073
213986,98746
180945,262071
241778,8567
241778,11056
241778,642
241778,46807
241778,38473
241778,8656
241778,1880
241778,43676
202931,2081
46807,151665
225768,9382
225768,72708
225768,74
502879,291010
202071,291010
196937,33265
196937,239385
196937,86108
196937,344466
196937,109190
42751,144929
42751,88010
42751,209506
42751,115829
410643,291010
291010,843
291010,13924
291010,84315
291010,175906
291010,34213
291010,47847
291010,18661
291010,84350
291010,84400
291010,38000
291010,128146
291010,56608
291010,14043
291010,158394
291010,262179
291010,11949
291010,7802
291010,132611
291010,154442
291010,26691
291010,332220
291010,208
291010,81039
291010,132456
291010,277770
291010,295219
291010,58044
291010,21106
291010,42180
291010,105413
291010,177806
291010,32204
291010,202196
291010,96260
291010,227958
291010,37203
291010,127139
291010,4424
291010,7948
291010,164653
291010,115966
291010,134791
291010,69790
291010,48023
291010,4248
291010,106677
291010,109190
291010,35909
291010,9893
291010,135873
291010,588
291010,25543
291010,31691
291010,146944
291010,159560
291010,47521
291010,18452
291010,49661
291010,369759
291010,50171
291010,354458
291010,55260
291010,54873
291010,23380
291010,158180
291010,50782
291010,277847
291010,440214
291010,405249
291010,18248
291010,128419
291010,310447
291010,88356
291010,4815
291010,63632
291010,158596
291010,161257
158596,291010
42751,345043
291010,354646
102659,8660
102659,15272
102659,93434
102659,30158
42751,410643
42751,440214
42751,28105
42751,405249
291010,2965
291010,11670
291010,29122
291010,6619
291010,50837
291010,159911
291010,29565
291010,40844
291010,20406
291010,22183
291010,2040
291010,45330
291010,53200
291010,159662
291010,5754
291010,138113
291010,42739
291010,19892
291010,175584
291010,20092
291010,2042
291010,148862
291010,56235
291010,114748
291010,168705
291010,10874
291010,81560
36143,72708
36143,43854
405249,18280
405249,291010
440214,4815
440214,196937
291010,1368
291010,69586
291010,167694
291010,15893
291010,11004
291010,23
291010,132442
291010,93129
291010,225556
291010,152994
291010,186665
291010,340341
291010,470
291010,5033
291010,57468
291010,547
291010,32124
291010,104868
291010,12823
291010,110228
291010,216599
291010,50495
291010,57896
291010,79675
291010,20072
291010,144770
291010,43854
291010,7185
291010,3058
291010,7536
291010,1215
291010,8121
291010,3570
291010,595
291010,1517
291010,3095
291010,48185
291010,5516
291010,1061
291010,20866
291010,32872
291010,11649
291010,52642
291010,57961
291010,53905
291010,32744
291010,83963
291010,99174
291010,9802
291010,1429
291010,70140
291010,195199
291010,319492
291010,374
291010,359047
291010,12100
291010,69
291010,122108
291010,353206
291010,76196
291010,95254
291010,49700
291010,10099
291010,23920
291010,143923
291010,7023
291010,4849
291010,115829
291010,24611
291010,106486
291010,59077
291010,42541
291010,1390
291010,91438
291010,45318
291010,9629
291010,31616
291010,198786
291010,787
291010,165394
291010,333240
291010,364546
291010,416503
291010,73528
291010,76886
291010,185551
291010,11839
291010,29350
410643,5649
291010,40139
291010,11417
291010,154340
291010,145393
291010,322155
291010,72899
291010,118
291010,258651
291010,43068
291010,3687
42751,354646
354646,42751
354646,291010
291010,1684
291010,262388
291010,202071
291010,10426
291010,262071
291010,29502
291010,40412
410643,166
291010,205362
291010,852
291010,16807
354646,10099
291010,1669
291010,239385
291010,50321
291010,502879
35567,118
35567,20520
35567,74
35567,2081
35567,16055
35567,2849
35567,1215
35567,23
35567,9782
35567,1368
35567,8319
35567,7779
291010,16055
291010,251457
291010,105600
3246,79850
291010,8319
291010,38904
291010,47518
42751,127139
42751,223651
42751,364546
42751,85553
42751,354458
90578,28790
354458,291010
364546,291010
364546,196937
364546,115966
103138,35
103138,19260
90578,42751
291010,9382
291010,2081
291010,4823
291010,13
291010,22790
291010,2337
291010,151696
291010,5364
291010,354747
354747,291010
13800,2514
131114,42751
42751,131114
42751,90578
333240,217
333240,10099
333240,946
333240,14975
333240,591
333240,1880
333240,18280
42751,337647
52313,354646
52313,14369
16807,6206
16807,37740
16807,9262
16807,43274
16807,38183
16807,663
16807,136529
16807,29779
16807,1693
16807,74848
16807,129856
16807,2081
16807,54122
16807,183284
16807,22211
16807,262071
16807,74505
16807,259358
16807,209506
16807,269294
16807,1881
16807,111607
16807,28220
16807,9919
16807,32963
16807,175906
16807,13056
16807,146395
16807,58
16807,244096
16807,827
16807,4324
16807,254175
16807,5
16807,27281
16807,29891
16807,153191
16807,16056
16807,340157
16807,18280
16807,34764
410643,22891
161257,10748
5725,37580
7984,37580
20778,37580
22891,37580
119,37580
103988,37580
12100,37580
213986,37580
9445,37580
443764,37580
16637,37580
1,37580
37580,5725
37580,7984
37580,20778
37580,69248
37580,119
37580,103988
37580,12100
37580,213986
37580,9445
37580,443764
37580,16637
37580,71
410643,177
23,7293
3973,7293
69,7293
4074,7293
7293,55173
7293,3973
7293,69
7293,72708
232526,15272
232526,11670
232526,44839
10300,6411
10300,2081
10300,23
20674,51347
20674,127896
20674,175906
20674,2
20674,18280
266101,132442
550,55
550,289
21710,30869
201167,58
3732,11670
33503,16295
33503,10099
8121,833
32809,45330
52907,54580
52907,642
52907,827
118273,13151
118273,559
118273,74
118273,38
118273,143234
118273,30158
118273,175906
118273,85
118273,46263
118273,18280
332220,72708
332220,15011
332220,4557
332220,8319
445946,79
1880,339
43854,339
16004,339
2,339
69,339
339,946
339,16004
9855,72708
202931,5878
202931,196937
202931,79
3506,85553
3506,58
310447,12
310447,30720
310447,302
2461,787
2461,319492
2461,175906
2461,1368
2461,203988
2461,47518
2461,2922
2461,8570
11839,10099
4815,2461
22477,117509
2461,4815
9137,30642
30642,9137
30642,49994
346324,6206
346324,8660
346324,591
346324,38904
346324,5878
73658,2
354646,27281
354646,21106
90578,369759
2978,6570
2978,49994
58034,31017
354458,1257
354458,58034
354458,364546
125651,51347
125651,10067
125651,74
125651,20365
125651,22211
125651,2603
125651,1368
125651,223767
22183,14369
14369,22183
364546,1257
90719,105600
116883,33503
121311,1368
354747,27281
354747,113348
56402,827
140371,164653
140371,69221
140371,196937
140371,234457
140371,14453
185872,72708
